Full_Address,lat,long,min_dist_mrt,min_dist_mall,cbd_dist
Block 214 BISHAN ST 23,1.357525,103.8483894,730.6323265955383,757.9385572891026,8246.955731199854
Block 182 BISHAN ST 13,1.3500241000000002,103.8531095,554.6233921437325,489.12569301132606,7413.916097009244
Block 448 BRIGHT HILL DR,1.3584275,103.8315436,1332.8355847950654,328.2074559995255,8625.327792371294
Block 402 SIN MING AVE,1.362765,103.832646,1674.8938006301523,719.7655273136902,9061.0302053107
Block 128 BISHAN ST 12,1.3459416000000002,103.85038440000001,601.5047733292427,554.2293914430611,6960.504521012884
Block 303 SHUNFU RD,1.3498991000000002,103.8382496,131.6089950772108,427.45767620771966,7538.589564921927
Block 231 BISHAN ST 23,1.3572629999999999,103.8459683,744.2750089686358,791.4986460474944,8233.031389510888
Block 134 BISHAN ST 12,1.3454191,103.85210550000001,747.2033009230158,690.5564705306672,6902.565379710566
Block 342 BT BATOK ST 34,1.3625739,103.748603,532.9713802011381,1388.0965300504777,14423.787932652816
Block 530 BT BATOK ST 51,1.3561849,103.7510471,328.819478444985,711.4940717020089,13782.936918334919
Block 145 BT BATOK ST 11,1.3500061,103.7438089,652.3219776687274,596.816125940415,14071.342640020193
Block 528 BT BATOK ST 51,1.3566966999999999,103.75122809999999,268.8912574260198,771.5101391637544,13799.977504818256
Block 537 BT BATOK ST 52,1.3551601999999998,103.750866,443.4455398171515,597.4240872128491,13733.118530594422
Block 213 BT BATOK ST 21,1.3468726,103.7524954,403.8574121526503,508.909620271347,13068.81037893539
Block 219 BT BATOK ST 21,1.3472311000000001,103.7550328,638.273197598268,722.1495279046601,12853.978704488954
Block 235 BT BATOK EAST AVE 5,1.3485615,103.75614200000001,730.6549933309961,792.6198701147393,12833.790436086545
Block 130 BT BATOK WEST AVE 6,1.3511652,103.746072,455.55652387481365,366.9473928799691,13926.802513910907
Block 212 BT BATOK ST 21,1.3471745000000002,103.75213609999999,351.84421277856654,456.92988211406225,13120.496617913117
Block 346 BT BATOK ST 34,1.3624896,103.75050390000001,410.0244416843586,1385.289607815048,14250.991749274537
Block 226 BT BATOK CTRL,1.34875,103.752949,374.8149676530919,443.69299590573746,13140.07278429964
Block 247 BT BATOK EAST AVE 5,1.3498863,103.75678070000001,804.6678296775351,846.9640248778373,12858.88981794286
Block 169 BT BATOK WEST AVE 8,1.3465794,103.74100229999999,995.2146866051581,986.1203823470825,14145.751305111542
Block 154 BT BATOK ST 11,1.3477059999999998,103.743965,644.5361976549688,634.0208452730135,13924.200244304553
Block 260 BT BATOK EAST AVE 4,1.3509445,103.75892590000001,1058.821244708829,1090.207916825485,12733.02181888417
Block 360 BT BATOK ST 31,1.3610968,103.7505944,267.40556448424377,1233.528183760624,14148.546202540174
Block 217 BT BATOK ST 21,1.3467942,103.7545801,609.043972645503,700.4193953940174,12869.458341712561
Block 178 BT BATOK WEST AVE 8,1.3460577,103.74254090000001,852.8418387986659,858.9526412248555,13968.539402202001
Block 265 BT BATOK EAST AVE 4,1.3499142,103.7597406,1132.8422357602576,1176.285296872906,12592.658842406221
Block 134 BT BATOK WEST AVE 6,1.3516111000000002,103.74444270000001,638.6864271614903,554.4312931980404,14106.073977534863
Block 301 BT BATOK ST 31,1.3567114,103.7486935,436.90600394442913,740.3225696105253,14029.554864570166
Block 289E BT BATOK ST 25,1.344131,103.75919609999998,1199.8263233735538,1292.5071388680701,12278.429428515137
Block 244 BT BATOK EAST AVE 5,1.3491241000000003,103.7570247,826.7538534152118,879.7281536883429,12788.313840633275
Block 248 BT BATOK EAST AVE 5,1.3502993,103.75648170000001,778.2832162575014,814.0629252067259,12912.389042936009
Block 290D BT BATOK EAST AVE 3,1.3445066,103.75756679999999,1020.4831473724352,1116.4186555009387,12452.837674847233
Block 395 BT BATOK WEST AVE 5,1.3664447,103.7524473,821.0213666190131,1365.901175934517,14358.421141119805
Block 642 BT BATOK CTRL,1.3486799999999999,103.7514575,211.5825508283585,295.1540804336919,13274.421358329479
Block 185 BT BATOK WEST AVE 6,1.347051,103.7449625,561.8662806495702,572.8735192775164,13791.751089398727
Block 106 BT BATOK CTRL,1.3481564,103.7469767,308.47135365372884,320.54329097868396,13663.941397846012
Block 210 BT BATOK ST 21,1.3455030000000001,103.74987270000001,395.5106436302795,506.9993155451115,13235.628339948295
Block 386 BT BATOK WEST AVE 5,1.3639066999999998,103.75254059999999,543.064213466949,1312.3773517321067,14171.659619782227
Block 394 BT BATOK WEST AVE 5,1.3664096000000001,103.75273609999999,820.3358732514446,1333.837046147562,14331.312192973985
Block 190 BT BATOK WEST AVE 6,1.3455258999999997,103.74588990000001,568.861286276571,617.9103051498606,13616.90062395498
Block 206 BT BATOK ST 21,1.346678,103.7493299,266.0379378560854,371.4520462067422,13355.223369581548
Block 211 BT BATOK ST 21,1.3463788,103.750416,311.1516855406518,427.18882683088793,13235.120627110817
Block 391 BT BATOK WEST AVE 5,1.3658973,103.75275479999999,764.3840020091164,1318.3671634186474,14293.326070992594
Block 205 BT BATOK ST 21,1.3471327,103.7498505,215.97139023684008,329.53389966715395,13332.70050173599
Block 193 BT BATOK WEST AVE 6,1.3460284,103.74446440000001,662.7094713407163,685.9711233471218,13781.824334630635
Block 624 BT BATOK CTRL,1.3512913,103.7496022,245.73155186651874,147.10529986216366,13605.833874966009
Block 290A BT BATOK ST 24,1.343073,103.7564868,1013.739634978253,1120.3265286087653,12468.528921727579
Block 141 BT BATOK ST 11,1.3503017,103.7433564,707.6491853428563,647.8457134044792,14131.365153607094
Block 120 BT BATOK CTRL,1.3510103,103.74752020000001,315.35002815148187,213.17127265617924,13782.199237872768
Block 289A BT BATOK ST 25,1.3446358999999999,103.7605542,1314.355591280914,1400.3180957111306,12183.677757107589
Block 10 JLN BT HO SWEE,1.2875052,103.83281170000001,660.1056247521373,640.2008049581146,2117.0397834806577
Block 2 JLN BT HO SWEE,1.2873461000000002,103.831838,550.3223573496879,530.4382557087615,2218.6309829198244
Block 45 TELOK BLANGAH DR,1.2725525,103.810091,198.6298074998812,719.5154158776068,4729.490425267079
Block 36 BEO CRES,1.2883406000000002,103.8271961,199.24238977360858,206.20630611862484,2746.793841913089
Block 20 TELOK BLANGAH CRES,1.2770373,103.8218525,1195.902417978845,1036.5589861891854,3342.9321689130875
Block 16 TAMAN HO SWEE,1.2880236,103.83163420000001,545.3815656299394,527.4830712262859,2258.031272266742
Block 32 TELOK BLANGAH RISE,1.2731553,103.82170649999999,861.9589009708278,969.3642239719505,3468.75580336042
Block 33 TELOK BLANGAH WAY,1.2742268,103.82245859999999,994.0071887249451,1086.6033685264115,3353.2077986282375
Block 142 JLN BT MERAH,1.2770761999999998,103.8281018,1055.845408215532,1044.7890884667554,2663.569112858972
Block 131 JLN BT MERAH,1.2801336,103.8283184,726.053739958201,713.2793991628015,2577.228221150218
Block 30 JLN KLINIK,1.287684,103.8282883,193.82953660871843,184.00909788628957,2612.858352379244
Block 63 TELOK BLANGAH HTS,1.2748311,103.8108943,463.18799240425267,453.1255018112802,4586.65193169015
